like your gums were replaced with green peanut butter
3.12%:  green
0.00%:  like a pesto burger when it
0.00%:  like green spit but not
0.00%:  like when your ears get un
0.00%:  like a horse between my
0.00%:  not green like it was there
0.00%:  ruining your st
0.00%:  burger meat in the wrong
0.00%:  like when you get a suture
0.00%:  nowhere simple
0.00%:  up in there like a burger meets
0.00%:  in there a bit
0.00%:  like there are two guys in between
0.00%:  like trying to get pub
0.00%:  between your gums with like green
0.00%:  like you put a green rib
0.00%:  like green teeth but it was
0.00%:  a roughly
0.00%:  like when you taste beer in
0.00%:  like when we use our imag
0.00%:  like green pus between your met
0.00%:  like up in your am
0.00%:  like it got there a
0.00%:  a bit like when you weren
0.00%:  like your teeth are ten times gr
0.00%:  right in your es
0.00%:  sore between
0.00%:  in between the gums up
0.00%:  like gum between two guys
0.00%:  like it went to war
0.00%:  in there like rogue peanut
0.00%:  right up in between your large m
0.00%:  a her
0.00%:  no mistake
0.00%:  not like there are tr
0.00%:  about time we went up
0.00%:  like the green in your ste
0.00%:  in between your gums at three
0.00%:  pretty green in there so let
0.00%:  like peanut butter where my green
0.00%:  like a huge green tom
0.00%:  rhyming now
0.00%:  prime now
0.00%:  like your teeth were a ri
0.00%:  between two teeth in a
0.00%:  like your teeth are bug p
0.00%:  a bit more like egg
0.00%:  more like a green shit
0.00%:  like pesto green t
0.00%:  like pesto green tiger
0.00%:  stinky teeth green
0.00%:  like peanuts but you
0.00%:  green between your gums like it hur
0.00%:  like there were two nib
0.00%:  a pretty big set
0.00%:  like the guy in a
0.00%:  anymore
0.00%:  like worms in the butter
0.00%:  a big green th
0.00%:  like your gums were in between
0.00%:  like the grime between your pant
0.00%:  like the pesto tree grew a
0.00%:  not like there are men
0.00%:  replaced tongue
0.00%:  a bit like you were the guest
0.00%:  like your teeth were eating us but
0.00%:  ultra p
0.00%:  real up in your sm
0.00%:  same
0.00%:  peanut butter melt
0.00%:  in between your teeth like sea
0.00%:  a stinky green m
0.00%:  like a bitey
0.00%:  your gums in
0.00%:  your gums in general
0.00%:  your gums in there
0.00%:  like your teeth grew nib
0.00%:  getting bro
0.00%:  in between your teeth met
0.00%:  pretty how
0.00%:  like when you get burger se
0.00%:  between rather
0.00%:  past green
0.00%:  the minutes
0.00%:  like that time you went super bug
0.00%:  like green pee times a
0.00%:  like your teeth get green pe
0.00%:  between your teeth like raging st
0.00%:  either giant
0.00%:  a thing between your t
0.00%:  been there a long timer
0.00%:  burger meat in the lower
0.00%:  my western
0.00%:  like your teeth are setting me
0.00%:  the green in your smile we
0.00%:  like a green pesto tr
0.00%:  like you put an entire s
0.00%:  like you were a te
0.00%:  three groups
0.00%:  between your teeth like a gum gets
0.00%:  rather stub
0.00%:  between the gums up near
0.00%:  between the gums up near your
0.00%:  right up between your gums like a re
0.00%:  not like a pet
0.00%:  so green it bl
0.00%:  a pet
0.00%:  like you were up in a tree sm
0.00%:  like a green house bug
0.00%:  getting on a
0.00%:  between your teeth like mange is
0.00%:  rare we
0.00%:  stinky there between
0.00%:  like a tiny mouth tur
0.00%:  turns green
0.00%:  pan
0.00%:  like your teeth is a green tree
0.00%:  the pesto re
0.00%:  pesto the green
0.00%:  like you were eating us but
0.00%:  like you were eating us but then
0.00%:  like where you get it green but
0.00%:  like the penguin m
0.00%:  like it grew up between your tears
0.00%:  like when you step in gum but g
0.00%:  leaking pesto butter
0.00%:  bugs keeping
0.00%:  like your teeth are trees being gum
0.00%:  like gum between your teeth gu
0.00%:  like when your armpits get re
0.00%:  like you were there being me
0.00%:  like your gums were being t
0.00%:  like peanut butter orgy here
0.00%:  between your teeth like a smug pet
0.00%:  working teeth
0.00%:  between your teeth mega
0.00%:  the big green letters in my
0.00%:  green tom
0.00%:  like where you put a m
0.00%:  been up to an
0.00%:  like there are two green n
0.00%:  not a burger with green
0.00%:  like when you get peanut butter gi
0.00%:  like peanut butter so there were
0.00%:  oral hygiene time between
0.00%:  between my teeth like in a super
0.00%:  like peanut butter guy is
0.00%:  like your teeth are in green gum but
0.00%:  person number
0.00%:  in the gum line at
0.00%:  like you ate three sub
0.00%:  in the groin
0.00%:  like in the past you were m
0.00%:  between your teeth like it ap
0.00%:  like green peanuts where
0.00%:  like green peanuts where your
0.00%:  like green peanuts where you
0.00%:  like when my tongue e
0.00%:  like a tiny pot
0.00%:  tearing your gums between her
0.00%:  peanut butter like when my
0.00%:  like the pesto grew a
0.00%:  penguin m
0.00%:  like when you get a mute
0.00%:  puking out a green
0.00%:  burgers you keep eating in the
0.00%:  only better
0.00%:  like when you get bun
0.00%:  more like pus than green
0.00%:  like peanut butter energy g
0.00%:  your gle
0.00%:  not great but it sure
0.00%:  the new pesto between my
0.00%:  like a white guy went
0.00%:  like you went in the bus
0.00%:  like peanut butter or either
0.00%:  like the entire gum tree burst
0.00%:  between your gums like in the p
0.00%:  utterly rage
0.00%:  more like the green stew
0.00%:  like the peanuts you get
0.00%:  gang
0.00%:  like your gums are hip
0.00%:  like peanut butter in there my
0.00%:  like your teeth are being wet w
0.00%:  green between your gums with p
0.00%:  like you put the entire must
0.00%:  way up in there like green butter
0.00%:  big on the green
0.00%:  like a tree grew in there but now
0.00%:  like you were eating the rent
0.00%:  like a spit tree
0.00%:  like peanut butter on the err
0.00%:  like the time we were burger
0.00%:  like your gum is three
0.00%:  like a tree being put out
0.00%:  near your gum but
0.00%:  between your gum up there in
0.00%:  like a burger trying to use
0.00%:  like when you swig beer
0.00%:  between your gums line up with
0.00%:  like pesto but with rem
0.00%:  working rather
0.00%:  like when you get rut
0.00%:  like you ate three green bumper
0.00%:  like when you gag but it
0.00%:  like there are big green wet
0.00%:  like the new gum on
0.00%:  not the biggest party
0.00%:  like it grew there between your t
0.00%:  like a tiny monster bug
0.00%:  like your teeth grew up in water
0.00%:  like there were two gum parties
0.00%:  between your teeth like meat w
0.00%:  like a green tongue spe
0.00%:  like a rogue trumpet in
0.00%:  like a rogue trumpet in there
0.00%:  like you put an entire st
0.00%:  like you put an entire stew
0.00%:  like a green pus between my
0.00%:  like the gum in between you
0.00%:  in rem
0.00%:  in your gum line but the rest
0.00%:  like your teeth were a steer
0.00%:  like a tree grew in your mug
0.00%:  like a tiger between your teeth m
0.00%:  like the green sweater up
0.00%:  on its way up
0.00%:  on its way up here
0.00%:  on its way up there
0.00%:  super in your teeth like man
0.00%:  like there are two gums
0.00%:  like between your gum p
0.00%:  like your teeth were tasting pe
0.00%:  between your teeth like an egg rust
0.00%:  in the letters between your per
0.00%:  like it got there at
0.00%:  like when you get a trim but
0.00%:  tearing up your green l
0.00%:  like when you rub raw
0.00%:  like when you rub raw egg
0.00%:  like when you rub raw eggs
0.00%:  the answer to my
0.00%:  like the rogue gene
0.00%:  gone a bit green where
0.00%:  like green pesto with green rem
0.00%:  the pour
0.00%:  like trying to eat green humus
0.00%:  like when you wipe gre
0.00%:  almost white
0.00%:  like peanuts in my butt
0.00%:  in between your gums real tight
0.00%:  like a pet or
0.00%:  spewing out like green bur
0.00%:  genuine heart
0.00%:  like a tiny wh
0.00%:  like when you turn a tree
0.00%:  like peanut butter meets wig
0.00%:  like your teeth were gears in
0.00%:  like your teeth are pus green
0.00%:  like this green peanut butter w
0.00%:  ruining the last rem
0.00%:  like the time you were super en
0.00%:  like green pesto but um
0.00%:  like when you see a bug get
0.00%:  like a green bee in
0.00%:  like a green bee in there
0.00%:  between your teeth like a winter gr
0.00%:  like how we use em
0.00%:  your ap
0.00%:  like your teeth are tree sum
0.00%:  tearing up your gums like we weren
0.00%:  like when you use marg
0.00%:  in your gums like r
0.00%:  like the one time a super
0.00%:  between your teeth is w
0.00%:  like a tiny green orb
0.00%:  like your teeth are in upset
0.00%:  like gum at the super
0.00%:  like when you ate pe
0.00%:  like a green tiger when
0.00%:  like your teeth are in ste
0.00%:  like between your teeth ape
0.00%:  between your teeth like a tiger smug
0.00%:  ink
0.00%:  like peanut butter tree gr
0.00%:  in there like a un
0.00%:  between your teeth like a replaced tire
0.00%:  like the green is your g
0.00%:  like the green is your gum
0.00%:  like a pretty sweet r
0.00%:  between your teeth in like super r
0.00%:  like pesto between tiny
0.00%:  like green pesto min
0.00%:  raw egg
0.00%:  like peanut butter with green ro
0.00%:  like peanut butter with green rogue
0.00%:  up there in your gums like a tur
0.00%:  more like a wet pe
0.00%:  up in there like at
0.00%:  like where you get burgers at
0.00%:  up between your teeth like a smug grin
0.00%:  like pee in your water
0.00%:  like trying to hug a bur
0.00%:  like you put in the green
0.00%:  like the time you were a sur
0.00%:  between your teeth in like a spr
0.00%:  your teeth are green like me
0.00%:  between your gum like right up at
0.00%:  ugly broken
0.00%:  between your teeth like me in p
0.00%:  as grim
0.00%:  like peanut burger with green
0.00%:  like your teeth are trees bent
0.00%:  like you were a tree with
0.00%:  weak green
0.00%:  been rig
0.00%:  like your teeth are resting un
0.00%:  my house
0.00%:  not like there are egg
0.00%:  like the green bumper in your
0.00%:  burnt in there like egg
0.00%:  right between your gums like run
0.00%:  like there were two gums
0.00%:  like you were eating the men
0.00%:  not like the big green spe
0.00%:  like your teeth are new guns
0.00%:  like when you pee in water but
0.00%:  way up there on number 
0.00%:  regular butter
0.00%:  my genre
0.00%:  like when it gets between your r
0.00%:  in your teeth a bit
0.00%:  like when we try to put a
0.00%:  what kept
0.00%:  worth twenty
0.00%:  like your teeth are new swing
0.00%:  subtle hum
0.00%:  not unlike the time we were bug
0.00%:  not neat
0.00%:  like pesto in between ur
0.00%:  like peanut butter minutes
0.00%:  pesto y
0.00%:  like your teeth were being a pre
0.00%:  like in my teeth a
0.00%:  teeth were
0.00%:  in makeup
0.00%:  getting true
0.00%:  nuggets between your teeth like 
0.00%:  like a guy who tries
0.00%:  between your teeth like rats p
0.00%:  like the pesto egg
0.00%:  barely growing
0.00%:  like gum between your pig teeth
0.00%:  north by
0.00%:  your stub
0.00%:  like your gums were right
0.00%:  like your gums were right between
0.00%:  entire tables
0.00%:  like between your gums up near where it
0.00%:  like peanut butter in my th
0.00%:  like peanut butter where your gum replaced
0.00%:  more like the entire tus
0.00%:  pesto green with grey
0.00%:  like the time you went part
0.00%:  like your teeth were sat in
0.00%:  like green peanut butter sour
0.00%:  right up in between your ur
0.00%:  like there are some tiny bug
0.00%:  not like we get up
0.00%:  like you ate entire br
0.00%:  neither be
0.00%:  not like we were super big
0.00%:  about ten
0.00%:  like your gums were replaced with gre
0.00%:  like when we get grape
0.00%:  tearing up my tongue like re
0.00%:  pure element
0.00%:  between your teeth like a stern grim
0.00%:  like peanut butter in your huge m
0.00%:  like you were tearing up the green but
0.00%:  like your teeth are in tune
0.00%:  between your gums like in a tree
0.00%:  in your teeth like super green g
0.00%:  like a tree but when you get up
0.00%:  your min
0.00%:  gently p
0.00%:  like gum in your butter
0.00%:  like your teeth are new genres
0.00%:  like the meat you get in between
0.00%:  in your teeth but it keeps le
0.00%:  like your gums were being eaten up
0.00%:  pretty rais
0.00%:  like a bright green rut
0.00%:  green toilet
0.00%:  like the time you grew a un
0.00%:  like your gums were the big
0.00%:  green between your gums like a 
0.00%:  between your teeth like it was rug
0.00%:  got tiny bits
0.00%:  tearing up my ke
0.00%:  more bug
0.00%:  green with a big
0.00%:  between your tee teeth
0.00%:  the entire reason we meet
0.00%:  the entire reason we meet up
0.00%:  like a bug in your green
0.00%:  like a bug in your green teeth
0.00%:  in your gum but like
0.00%:  time to break up teeth
0.00%:  using teeth
0.00%:  right up in between your age
0.00%:  like your gums are up here being
0.00%:  like green peanut butter or might
0.00%:  real row
0.00%:  like a green but it
0.00%:  pesto with meat
0.00%:  pesto with meat between
